25.051400,5.747500,1
26.661400,7.341400,1
25.265300,6.246600,1
25.228500,4.744700,1
25.752900,5.156400,1
24.078500,5.669300,1
25.272200,6.867600,1
24.653500,6.244300,1
26.983400,6.633000,1
25.743700,6.317900,1
26.477400,7.741600,1
26.737300,4.475600,1
27.181200,6.297200,1
25.499900,5.673900,1
25.302100,6.143100,1
23.360900,5.660100,1
25.548200,5.710700,1
26.219800,5.733700,1
25.884000,6.329400,1
24.464900,5.752100,1
24.770800,6.757200,1
25.327400,5.646300,1
25.999000,4.855100,1
25.023800,6.274200,1
25.824200,6.784800,1
25.428600,6.283400,1
27.344500,6.469700,1
24.623600,6.117800,1
27.126000,6.110900,1
25.677000,5.908500,1
25.539000,6.377700,1
25.049100,6.060300,1
26.592400,6.092500,1
25.217000,7.753100,1
25.249200,5.648600,1
24.941000,5.018400,1
25.281400,7.546100,1
24.819100,6.131600,1
26.010500,6.837700,1
25.021500,6.564000,1
25.161800,6.306400,1
25.895500,5.439300,1
24.837500,5.441600,1
25.456200,6.702000,1
25.716100,5.515200,1
26.721200,4.742400,1
24.464900,7.247100,1
24.632800,5.347300,1
25.725300,6.729600,1
27.116800,5.694600,1
26.495800,5.903900,1
25.115800,6.191400,1
25.610300,7.619700,1
26.302600,6.780200,1
24.791500,6.262700,1
25.099700,5.800400,1
25.483800,7.014800,1
25.421700,7.313800,1
27.130600,6.957300,1
24.333800,5.167900,1
24.623600,5.687700,1
25.518300,4.822900,1
26.390000,7.040100,1
24.303900,4.882700,1
25.527500,4.933300,1
24.897300,7.191900,1
24.773100,6.092500,1
26.585500,6.842300,1
25.635600,5.637100,1
26.771800,5.533600,1
24.853600,5.515200,1
25.858700,5.220800,1
25.253800,5.572700,1
25.483800,4.933300,1
25.543600,5.984400,1
23.183800,5.731400,1
27.710200,6.253500,1
25.120400,4.650400,1
25.253800,5.568100,1
25.513700,6.357000,1
27.224900,5.572700,1
24.658100,5.993600,1
25.189400,5.499100,1
25.244600,5.959100,1
24.800700,4.415800,1
26.275000,5.588800,1
25.874800,6.545600,1
24.632800,6.750300,1
24.876600,4.466400,1
26.449800,6.699700,1
25.148000,5.929200,1
24.591400,5.800400,1
25.695400,5.986700,1
26.344000,5.952200,1
26.822400,5.667000,1
26.134700,5.016100,1
25.263000,5.308200,1
24.630500,6.835400,1
25.803500,6.193700,1
26.024300,7.557600,1
18.494100,12.587700,2
18.160600,12.548600,2
17.962800,10.462500,2
17.755800,12.123100,2
17.486700,10.662600,2
16.713900,11.584900,2
17.259000,11.748200,2
17.495900,11.559600,2
18.790800,10.497000,2
18.360700,11.828700,2
17.203800,11.768900,2
16.960000,10.637300,2
17.286600,12.293300,2
17.369400,11.559600,2
17.985800,11.506700,2
18.027200,12.617600,2
17.102600,13.171900,2
17.521200,11.874700,2
17.512000,10.991500,2
16.789800,12.212800,2
17.123300,11.610200,2
18.613700,11.380200,2
16.771400,11.387100,2
16.067600,10.812100,2
17.804100,11.702200,2
17.898400,9.945000,2
16.638000,12.964900,2
16.463200,10.658000,2
18.512500,11.842500,2
17.930600,12.189800,2
17.613200,13.468600,2
16.739200,11.030600,2
18.464200,11.713700,2
17.362500,12.003500,2
17.555700,11.212300,2
17.686800,11.435400,2
18.517100,9.876000,2
16.125100,10.664900,2
17.541900,11.888500,2
17.896100,11.805700,2
18.236500,11.766600,2
18.100800,11.364100,2
18.365300,12.063300,2
19.363500,11.628600,2
17.923700,11.557300,2
16.985300,12.318600,2
16.874900,11.518200,2
18.027200,11.962100,2
17.629300,11.350300,2
16.557500,11.338800,2
18.238800,11.467600,2
17.811000,11.476800,2
16.189500,9.968000,2
16.845000,12.923500,2
17.463700,10.821300,2
17.633900,10.814400,2
17.438400,12.212800,2
17.942100,11.805700,2
16.615000,12.070200,2
15.639800,11.228400,2
16.741500,11.879300,2
16.819700,12.116200,2
15.918100,11.412400,2
17.836300,11.856300,2
17.696000,11.941400,2
16.845000,10.667200,2
18.537800,11.651600,2
17.187700,11.982800,2
18.452700,11.246800,2
16.895600,11.106500,2
18.142200,11.996600,2
16.805900,11.131800,2
17.491300,10.428000,2
16.304500,10.876500,2
17.445300,9.866800,2
17.539600,11.479100,2
17.732800,11.210000,2
17.466000,10.423400,2
18.480300,12.095500,2
17.288900,11.787300,2
18.388300,10.002500,2
17.652300,11.509000,2
17.498200,11.955200,2
17.594800,11.384800,2
17.732800,11.656200,2
19.393400,12.560100,2
17.965100,12.525600,2
17.042800,11.359500,2
17.608600,11.720600,2
18.981700,11.699900,2
17.199200,12.596900,2
16.916300,11.492900,2
17.309600,11.189300,2
18.940300,11.699900,2
17.098000,13.574400,2
16.320600,12.067900,2
18.434300,12.447400,2
18.312400,11.663100,2
16.727700,11.665400,2
18.245700,13.020100,2
8.415500,9.763300,3
7.141300,10.398100,3
7.691000,11.969000,3
8.636300,9.813900,3
7.870400,10.957000,3
7.210300,11.124900,3
7.628900,9.899000,3
7.564500,8.882400,3
7.596700,9.524100,3
8.137200,10.301500,3
7.810600,11.322700,3
8.951400,11.062800,3
8.845600,10.386600,3
8.686900,11.000700,3
7.661100,10.759200,3
8.164800,10.306100,3
9.151500,10.796000,3
8.502900,9.179100,3
8.144100,10.844300,3
9.075600,9.372300,3
7.842800,9.970300,3
8.829500,10.464800,3
8.199300,9.786300,3
9.202100,11.007600,3
8.162500,10.474000,3
8.208500,9.963400,3
8.845600,11.561900,3
9.209000,11.046700,3
8.588000,11.032900,3
7.893400,11.375600,3
7.898000,10.204900,3
9.158400,10.853500,3
8.981300,9.712700,3
8.627100,11.837900,3
7.806000,11.497500,3
7.923300,10.400400,3
8.804200,10.301500,3
8.827200,11.028300,3
9.715000,9.915100,3
8.318900,9.036500,3
9.595400,9.146900,3
7.408100,9.800100,3
9.073300,8.930700,3
7.911800,9.084800,3
8.171700,9.068700,3
9.393000,9.473500,3
7.527700,10.699400,3
7.357500,10.326800,3
10.163500,9.123900,3
9.434400,12.348500,3
8.824900,9.933500,3
7.697900,10.140500,3
9.002000,11.143300,3
7.325300,9.664400,3
8.063600,11.108800,3
6.876800,10.430300,3
7.737000,10.361300,3
7.095300,11.143300,3
9.602300,9.052600,3
6.069500,9.669000,3
7.081500,10.499300,3
8.272900,11.115700,3
7.546100,10.717800,3
9.183700,9.848400,3
8.169400,10.786800,3
8.995100,9.567800,3
7.732400,9.595400,3
7.835900,9.496500,3
7.909500,9.006600,3
7.996900,10.706300,3
8.990500,10.800600,3
10.400400,9.974900,3
8.921500,10.057700,3
8.491400,10.223300,3
