@relation ClusteringDatasets/Flames_clustered

@attribute Instance_number numeric
@attribute f0 numeric
@attribute f1 numeric
@attribute f2 {1,2}
@attribute Cluster {cluster0,cluster1}

@data
0,-0.950962,2.090657,1,?
1,-1.009567,1.955865,1,?
2,-1.003706,1.557348,2,?
3,-1.068172,1.533906,2,?
4,-1.109196,1.451858,2,?
5,-1.091614,1.334648,2,?
6,-1.03887,1.416695,2,?
7,-1.009567,1.487022,2,?
8,-0.939241,1.504603,2,?
9,-0.886496,1.463579,2,?
10,-0.956822,1.410835,2,?
11,-0.874775,1.393253,2,?
12,-0.82203,1.340508,2,?
13,-0.945101,1.322927,2,?
14,-1.009567,1.346369,2,?
15,-1.009567,1.281903,2,?
16,-1.021288,1.217437,2,?
17,-0.962683,1.182274,2,?
18,-0.93338,1.24674,2,?
19,-0.874775,1.293624,2,?
20,-0.968543,1.065063,2,?
21,-0.886496,1.182274,2,?
22,-0.810309,1.229158,2,?
23,-0.734122,1.229158,2,?
24,-0.763424,1.164692,2,?
25,-0.82203,1.117808,2,?
26,-0.886496,1.106087,2,?
27,-0.886496,0.971294,2,?
28,-0.833751,1.0299,2,?
29,-0.786867,1.065063,2,?
30,-0.704819,1.129529,2,?
31,-0.851332,0.91855,2,?
32,-0.763424,0.947852,2,?
33,-0.722401,1.006458,2,?
34,-0.698959,1.070924,2,?
35,-0.646214,1.164692,2,?
36,-0.622772,1.076784,2,?
37,-0.599329,0.994737,2,?
38,-0.663795,0.947852,2,?
39,-0.775145,0.859944,2,?
40,-0.734122,0.742733,2,?
41,-0.652074,0.81892,2,?
42,-0.669656,0.871665,2,?
43,-0.60519,0.900968,2,?
44,-0.552445,0.971294,2,?
45,-0.49384,1.006458,2,?
46,-0.546585,1.088505,2,?
47,-0.458677,1.123668,2,?
48,-0.405932,1.047481,2,?
49,-0.458677,0.965434,2,cluster1
50,-0.511421,0.91855,2,cluster1
51,-0.529003,0.842363,2,cluster1
52,-0.575887,0.772036,2,?
53,-0.634493,0.713431,2,?
54,-0.587608,0.643104,2,?
55,-0.482119,0.566917,2,?
56,-0.511421,0.625523,2,?
57,-0.505561,0.70757,2,?
58,-0.470398,0.801339,2,cluster1
59,-0.435234,0.754455,2,cluster1
60,-0.452816,0.877526,2,cluster1
61,-0.394211,0.900968,2,cluster1
62,-0.38835,0.977155,2,cluster1
63,-0.312163,0.983015,2,cluster1
64,-0.247697,0.977155,2,cluster1
65,-0.329745,0.91855,2,cluster1
66,-0.277,0.906828,2,cluster1
67,-0.38249,0.854084,2,cluster1
68,-0.312163,0.854084,2,cluster1
69,-0.38249,0.801339,2,cluster1
70,-0.312163,0.783757,2,cluster1
71,-0.376629,0.742733,2,cluster1
72,-0.300442,0.731012,2,cluster1
73,-0.400071,0.678268,2,cluster1
74,-0.306303,0.684128,2,cluster1
75,-0.370768,0.584499,2,?
76,-0.294581,0.602081,2,?
77,-0.364908,0.525894,2,?
78,-0.277,0.543475,2,?
79,-0.16565,0.549336,2,?
80,-0.206673,0.648965,2,?
81,-0.241837,0.719291,2,cluster1
82,-0.224255,0.766176,2,cluster1
83,-0.253558,0.824781,2,cluster1
84,-0.230116,0.877526,2,cluster1
85,-0.183231,0.953713,2,cluster1
86,-0.153929,0.912689,2,cluster1
87,-0.124626,0.836502,2,cluster1
88,-0.183231,0.836502,2,cluster1
89,-0.153929,0.783757,2,cluster1
90,-0.177371,0.713431,2,cluster1
91,-0.130486,0.631383,2,?
92,-0.042578,0.625523,2,?
93,-0.095323,0.70757,2,cluster1
94,0.027748,0.70757,2,?
95,-0.054299,0.783757,2,cluster1
96,0.092214,0.777897,2,?
97,0.057051,0.848223,2,?
98,-0.013276,0.836502,2,?
99,-0.066021,0.895107,2,cluster1
100,0.021887,0.906828,2,?
101,-0.013276,0.959573,2,?
102,-0.107044,0.971294,2,cluster1
103,-0.077742,1.024039,2,?
104,-0.095323,1.076784,2,?
105,-0.17151,1.03576,2,?
106,0.197704,0.877526,2,?
107,0.133238,0.900968,2,?
108,0.05119,0.971294,2,?
109,0.004306,1.053342,2,?
110,0.232867,0.971294,2,?
111,0.150819,0.988876,2,?
112,0.074632,1.047481,2,?
113,0.139098,1.059202,2,?
114,0.227006,1.041621,2,?
115,0.309054,1.047481,2,?
116,0.215285,1.111947,2,?
117,0.127377,1.111947,2,?
118,0.039469,1.106087,2,?
119,-0.007415,1.14711,2,?
120,0.057051,1.176413,2,?
121,0.361799,1.164692,2,?
122,0.297333,1.14711,2,?
123,0.227006,1.182274,2,?
124,0.144959,1.205716,2,?
125,0.103935,1.276042,2,?
126,0.168401,1.322927,2,?
127,0.203564,1.24674,2,?
128,0.273891,1.229158,2,?
129,0.350078,1.240879,2,?
130,0.303193,1.287763,2,?
131,0.244588,1.322927,2,?
132,0.209425,1.422556,2,?
133,0.26803,1.393253,2,?
134,0.332496,1.352229,2,?
135,0.420404,1.293624,2,?
136,0.426264,1.36395,2,?
137,0.350078,1.410835,2,?
138,0.297333,1.440137,2,?
139,0.262169,1.510464,2,?
140,0.320775,1.569069,2,?
141,0.355938,1.492882,2,?
142,0.420404,1.434277,2,?
143,0.479009,1.440137,2,?
144,0.496591,1.533906,2,?
145,0.48487,1.598372,2,?
146,0.414543,1.504603,2,?
147,0.396962,1.586651,2,?
148,0.391101,1.645256,2,?
149,-0.312163,1.076784,2,?
150,-0.235976,1.100226,2,?
151,-0.265279,1.182274,2,?
152,-0.376629,1.164692,2,?
153,-0.552445,1.217437,2,?
154,-0.446955,1.258461,1,?
155,-0.347326,1.258461,1,?
156,-0.277,1.317066,1,?
157,-0.16565,1.24674,1,?
158,-0.071881,1.235019,1,?
159,-0.194952,1.346369,1,?
160,-0.241837,1.36395,1,?
161,-0.329745,1.381532,1,?
162,-0.38249,1.328787,1,?
163,-0.558306,1.305345,2,?
164,-0.441095,1.404974,1,?
165,-0.376629,1.457719,1,?
166,-0.446955,1.46944,1,?
167,-0.505561,1.434277,1,?
168,-0.622772,1.475301,1,?
169,-0.687237,1.58079,1,?
170,-0.540724,1.504603,1,?
171,-0.300442,1.481161,1,?
172,-0.259418,1.422556,1,?
173,-0.17151,1.445998,1,?
174,-0.077742,1.410835,1,?
175,-0.030857,1.522185,1,?
176,-0.136347,1.522185,1,?
177,-0.224255,1.516324,1,?
178,-0.277,1.545627,1,cluster0
179,-0.364908,1.528045,1,?
180,-0.441095,1.557348,1,?
181,-0.4997,1.57493,1,?
182,-0.570027,1.592511,1,?
183,-0.634493,1.662838,1,?
184,-0.523142,1.645256,1,?
185,-0.452816,1.651117,1,cluster0
186,-0.405932,1.598372,1,cluster0
187,-0.376629,1.639396,1,cluster0
188,-0.312163,1.615953,1,cluster0
189,-0.194952,1.57493,1,cluster0
190,-0.124626,1.610093,1,cluster0
191,-0.048439,1.604232,1,?
192,0.04533,1.656977,1,?
193,-0.235976,1.651117,1,cluster0
194,-0.704819,1.69214,1,?
195,-0.728261,1.791769,1,?
196,-0.71068,1.873817,1,?
197,-0.634493,1.955865,1,?
198,-0.552445,1.967586,1,?
199,-0.405932,2.067215,1,?
200,-0.294581,2.067215,1,?
201,-0.189092,2.037912,1,?
202,-0.083602,2.02033,1,?
203,-0.001555,1.938283,1,?
204,0.068772,1.832793,1,?
205,-0.007415,1.756606,1,?
206,-0.089463,1.703861,1,cluster0
207,-0.16565,1.668698,1,cluster0
208,-0.136347,1.739025,1,cluster0
209,-0.089463,1.803491,1,cluster0
210,-0.048439,1.885538,1,?
211,-0.107044,1.950004,1,?
212,-0.136347,1.856235,1,cluster0
213,-0.212534,1.920701,1,cluster0
214,-0.224255,1.856235,1,cluster0
215,-0.189092,1.785909,1,cluster0
216,-0.241837,1.79763,1,cluster0
217,-0.224255,1.727304,1,cluster0
218,-0.312163,1.69214,1,cluster0
219,-0.28286,1.744885,1,cluster0
220,-0.364908,1.698001,1,cluster0
221,-0.435234,1.721443,1,cluster0
222,-0.517282,1.703861,1,?
223,-0.622772,1.774188,1,?
224,-0.581748,1.826933,1,?
225,-0.517282,1.891399,1,?
226,-0.517282,1.791769,1,?
227,-0.441095,1.785909,1,cluster0
228,-0.370768,1.768327,1,cluster0
229,-0.300442,1.791769,1,cluster0
230,-0.38835,1.815212,1,cluster0
231,-0.446955,1.856235,1,cluster0
232,-0.405932,1.891399,1,cluster0
233,-0.394211,1.950004,1,cluster0
234,-0.265279,1.955865,1,cluster0
235,-0.288721,1.90312,1,cluster0
236,-0.288721,1.838654,1,cluster0
237,-0.341466,1.862096,1,cluster0
238,-0.359047,2.01447,1,?
239,-0.446955,1.985167,1,?
